CustID,CreditScore,Geography,Gender,Age,Tenure,Balance,Num Of accounts,Cr Card,active member,monthly Salary,Bank customer Exited
381,483,France,Female,50,9,0,2,1,Active,111020.24,Non_exited
382,690,France,Male,36,7,101583.11,2,1,Inactive,123775.15,Non_exited
383,492,Germany,Female,30,10,77168.87,2,0,Active,146700.22,Non_exited
384,709,Germany,Male,28,8,124695.72,2,1,Inactive,145251.35,Non_exited
385,705,Germany,Male,44,3,105934.96,1,1,Inactive,82463.69,Non_exited
386,560,France,Female,66,9,0,1,1,Active,15928.49,Non_exited
387,611,Spain,Male,46,6,0,2,1,Inactive,45886.33,Non_exited
388,730,Spain,Male,62,2,0,2,1,Active,186489.95,Non_exited
389,709,Spain,Female,45,2,0,2,0,Active,162922.65,Non_exited
390,544,France,Female,21,10,161525.96,2,1,Inactive,9262.77,Non_exited
391,712,Germany,Female,29,7,147199.07,1,1,Active,84932.4,Non_exited
392,752,Germany,Male,38,3,183102.29,1,1,Active,71557.12,Non_exited
393,648,Spain,Male,46,9,127209,2,1,Inactive,77405.95,Exited
394,556,Spain,Male,38,8,0,2,0,Inactive,417.41,Exited
395,594,Spain,Female,24,0,97378.54,1,1,Active,71405.17,Non_exited
396,645,Germany,Female,37,2,136925.09,2,0,Active,153400.24,Non_exited
397,557,France,Male,33,3,54503.55,1,1,Active,371.05,Non_exited
398,547,Germany,Male,32,8,155726.85,1,1,Inactive,67789.99,Non_exited
399,701,France,Female,39,9,0,2,0,Active,145894.9,Non_exited
400,616,France,Female,66,1,135842.41,1,1,Inactive,183840.51,Exited
401,605,France,Male,52,1,63349.75,1,1,Inactive,108887.44,Non_exited
402,593,Germany,Female,38,4,129499.42,1,1,Active,154071.27,Non_exited
403,751,Spain,Male,52,8,0,2,0,Active,179291.85,Non_exited
404,443,Spain,Male,36,6,70438.01,2,0,Active,56937.43,Non_exited
405,685,France,Male,23,8,0,2,1,Active,112239.03,Non_exited
406,718,France,Male,36,9,0,1,1,Inactive,45909.87,Non_exited
407,538,Spain,Female,49,9,141434.04,1,0,Inactive,173779.25,Exited
408,611,Spain,Female,37,4,0,2,1,Inactive,125696.26,Non_exited
409,668,Germany,Male,37,10,152958.29,2,1,Active,159585.61,Non_exited
410,537,Germany,Female,41,3,138306.34,1,1,Inactive,106761.47,Non_exited
411,709,Spain,Male,23,10,0,2,0,Inactive,129590.18,Non_exited
412,850,France,Male,38,1,0,2,1,Active,80006.65,Non_exited
413,745,Spain,Female,31,3,124328.84,1,1,Active,140451.52,Non_exited
414,693,Germany,Female,41,9,181461.48,3,1,Active,187929.43,Exited
415,795,Spain,Male,35,8,0,2,1,Inactive,167155.36,Non_exited
416,626,Spain,Male,26,8,0,2,0,Inactive,191420.71,Non_exited
417,487,Germany,Female,61,5,110368.03,1,0,Inactive,11384.45,Exited
418,556,France,Female,39,9,89588.35,1,1,Active,94898.1,Non_exited
419,643,France,Female,46,6,0,2,0,Inactive,106781.59,Non_exited
420,605,France,Female,28,6,0,2,0,Inactive,159508.52,Non_exited
421,756,Germany,Female,60,3,115924.89,1,1,Inactive,93524.19,Exited
422,586,France,Female,38,2,0,2,1,Inactive,87168.46,Non_exited
423,535,Germany,Male,40,7,111756.5,1,1,Inactive,8128.32,Exited
424,678,France,Female,35,4,0,1,1,Inactive,125518.32,Non_exited
425,596,France,Male,39,9,0,1,1,Inactive,48963.59,Non_exited
426,648,France,Male,26,9,162923.85,1,1,Inactive,98368.24,Non_exited
427,492,Germany,Male,39,10,124576.65,2,1,Inactive,148584.61,Non_exited
428,702,France,Male,45,0,80793.58,1,1,Active,27474.81,Non_exited
429,486,Germany,Female,40,9,71340.09,1,1,Inactive,76192.21,Non_exited
430,568,Germany,Male,40,1,99282.63,1,0,Inactive,134600.94,Exited
431,619,Germany,Male,57,3,137946.39,1,1,Active,72467.99,Exited
432,724,Germany,Male,41,2,127892.57,2,0,Active,199645.45,Non_exited
433,548,Germany,Female,33,0,101084.36,1,1,Inactive,42749.85,Non_exited
434,545,Germany,Female,37,8,114754.08,1,1,Inactive,136050.44,Exited
435,683,France,Male,33,8,0,1,0,Inactive,73564.44,Non_exited
436,762,France,Female,51,3,99286.98,1,0,Active,85578.63,Non_exited
437,627,Germany,Female,30,4,79871.02,2,1,Inactive,129826.89,Non_exited
438,516,France,Male,35,10,104088.59,2,0,Inactive,119666,Non_exited
439,800,France,Female,38,2,168190.33,2,1,Inactive,68052.08,Non_exited
440,464,Germany,Female,42,3,85679.25,1,1,Active,164104.74,Non_exited
441,626,France,Female,35,3,0,1,0,Inactive,80190.36,Non_exited
442,790,France,Female,31,9,0,2,1,Inactive,84126.75,Non_exited
443,534,France,Female,34,7,121551.58,2,1,Active,70179,Non_exited
444,745,France,Male,46,2,122220.19,1,1,Active,118024.1,Non_exited
445,553,Spain,Male,47,3,116528.15,1,0,Inactive,145704.19,Exited
446,748,France,Female,26,1,77780.29,1,0,Active,183049.41,Non_exited
447,722,France,Male,37,2,0,1,0,Inactive,120906.83,Non_exited
448,501,France,Male,40,4,125832.2,1,1,Active,100433.83,Non_exited
449,675,France,Female,38,6,68065.8,1,0,Inactive,138777,Exited
450,778,Spain,Female,47,6,127299.34,2,1,Inactive,124694.99,Non_exited
451,494,Germany,Female,38,7,174937.64,1,1,Inactive,40084.32,Non_exited
452,850,France,Male,40,9,0,2,0,Active,119232.33,Non_exited
453,592,Spain,Male,31,7,110071.1,1,0,Inactive,43921.36,Non_exited
454,590,Spain,Female,44,3,139432.37,1,1,Inactive,62222.81,Non_exited
455,758,France,Female,39,6,127357.76,1,0,Active,56577,Non_exited
456,506,France,Male,36,5,0,2,1,Inactive,164253.35,Non_exited
457,733,France,Male,33,3,0,1,1,Active,7666.73,Non_exited
458,711,France,Male,38,3,0,2,1,Inactive,68487.51,Non_exited
459,514,Germany,Male,43,1,95556.31,1,0,Active,199273.98,Exited
460,637,Spain,Male,37,8,0,1,1,Active,186062.36,Non_exited
461,468,Germany,Male,29,1,111681.98,2,1,Active,195711.16,Non_exited
462,539,France,Male,39,3,0,2,1,Inactive,36692.17,Non_exited
463,509,Spain,Female,25,3,108738.71,2,1,Inactive,106920.57,Non_exited
464,662,France,Female,32,4,133950.37,1,1,Active,48725.68,Exited
465,818,Spain,Male,26,4,0,2,1,Active,167036.94,Non_exited
466,608,France,Male,33,9,89968.69,1,1,Inactive,68777.26,Non_exited
467,850,Spain,Female,32,9,0,2,1,Active,18924.92,Non_exited
468,816,Germany,Female,38,5,130878.75,3,1,Inactive,71905.77,Exited
469,536,France,Male,35,8,0,2,1,Inactive,64833.28,Non_exited
470,753,France,Male,35,3,0,2,1,Active,184843.77,Non_exited
471,631,Spain,Male,27,10,134169.62,1,1,Active,176730.02,Non_exited
472,703,France,Male,37,1,149762.08,1,1,Inactive,20629.4,Exited
473,774,France,Male,26,2,93844.69,1,1,Inactive,28415.36,Non_exited
474,785,France,Male,28,8,0,2,1,Inactive,77231.27,Non_exited
475,571,France,Female,33,1,0,2,1,Inactive,102750.7,Non_exited
476,621,Germany,Male,46,6,141078.37,1,0,Inactive,34580.8,Exited
477,605,Germany,Female,31,1,117992.59,1,1,Active,183598.77,Non_exited
478,611,France,Female,40,8,100812.33,2,1,Inactive,147358.27,Non_exited
479,569,France,Male,38,7,0,1,1,Active,108469.2,Non_exited
480,658,France,Male,29,4,80262.6,1,1,Active,20612.82,Non_exited
481,788,Spain,Male,34,6,156478.62,1,0,Active,181196.76,Non_exited
482,525,France,Female,23,5,0,2,1,Inactive,160249.1,Non_exited
483,798,France,Male,37,8,0,3,0,Inactive,110783.28,Non_exited
484,486,Germany,Male,37,9,115217.99,2,1,Inactive,144995.33,Non_exited
485,615,Spain,Male,61,9,0,2,1,Inactive,150227.85,Exited
486,730,France,Female,35,0,155470.55,1,1,Active,53718.28,Non_exited
487,641,France,Male,37,7,0,2,1,Inactive,75248.3,Non_exited
488,542,France,Male,39,3,135096.77,1,1,Active,14353.43,Exited
489,692,France,Male,30,2,0,2,0,Active,130486.57,Non_exited
490,714,Germany,Female,55,9,180075.22,1,1,Active,100127.71,Non_exited
491,591,Spain,Male,29,1,97541.24,1,1,Active,196356.17,Non_exited
492,710,France,Female,41,2,156067.05,1,1,Active,9983.88,Non_exited
493,639,France,Female,38,4,81550.94,2,0,Active,118974.77,Non_exited
494,531,France,Female,47,6,0,1,0,Inactive,194998.34,Exited
495,673,France,Female,38,2,170061.92,2,0,Inactive,134901.34,Exited
496,765,Germany,Male,36,8,92310.54,2,1,Active,72924.56,Non_exited
497,622,France,Female,32,6,169089.38,2,1,Inactive,101057.95,Non_exited
498,806,France,Male,40,5,80613.93,1,1,Active,142838.64,Non_exited
499,757,Germany,Male,26,8,121581.56,2,1,Active,127059.04,Non_exited
500,570,France,Female,58,8,0,1,0,Active,116503.92,Exited
501,555,Spain,Male,32,4,0,2,1,Active,54405.79,Non_exited
502,692,France,Male,54,5,0,2,1,Active,88721.84,Non_exited
503,774,France,Male,60,5,85891.55,1,1,Inactive,74135.48,Exited
504,638,Spain,Male,44,9,77637.35,2,1,Active,111346.22,Non_exited
505,543,Spain,Female,41,4,0,1,0,Inactive,194902.16,Non_exited
506,584,France,Male,31,5,0,2,1,Inactive,31474.27,Non_exited
507,691,Germany,Male,30,7,116927.89,1,1,Inactive,21198.39,Non_exited
508,684,Germany,Female,40,6,137326.65,1,1,Inactive,186976.6,Non_exited
509,733,France,Male,22,5,0,2,1,Active,117202.19,Non_exited
510,599,Spain,Female,37,2,0,2,1,Active,143739.29,Non_exited
511,524,Germany,Female,31,10,67238.98,2,1,Active,161811.23,Non_exited
512,632,Germany,Female,38,6,86569.76,2,1,Inactive,98090.91,Non_exited
513,735,Spain,Male,34,5,0,2,0,Inactive,71095.41,Non_exited
514,734,France,Male,34,6,133598.4,1,1,Active,13107.24,Non_exited
515,605,France,Female,51,3,136188.78,1,1,Active,67110.59,Exited
516,793,Spain,Male,38,9,0,2,1,Inactive,88225.02,Non_exited
517,468,France,Female,56,10,0,3,0,Active,62256.87,Exited
518,779,Germany,Male,37,7,120092.52,2,1,Inactive,135925.72,Non_exited
519,698,France,Male,48,4,101238.24,2,0,Active,177815.87,Exited
520,707,France,Male,58,6,89685.92,1,0,Active,126471.13,Non_exited
521,850,France,Female,35,1,211774.31,1,1,Inactive,188574.12,Exited
522,850,France,Male,56,7,131317.48,1,1,Active,119175.45,Non_exited
523,527,Spain,Male,37,5,93722.73,2,1,Active,139093.73,Non_exited
524,696,Germany,Male,32,8,101160.99,1,1,Active,115916.55,Non_exited
525,661,France,Male,48,3,120320.54,1,0,Inactive,96463.25,Non_exited
526,776,France,Female,31,2,0,2,1,Active,112349.51,Non_exited
527,701,France,Male,43,2,0,2,1,Active,165303.79,Non_exited
528,610,France,Male,26,8,0,2,1,Inactive,166031.08,Non_exited
529,572,Germany,Female,48,3,152827.99,1,1,Inactive,38411.79,Exited
530,673,France,Male,30,1,64097.75,1,1,Active,77783.35,Non_exited
531,519,Spain,Female,57,2,119035.35,2,1,Active,29871.79,Non_exited
532,702,Spain,Female,26,4,135219.57,1,0,Active,59747.63,Non_exited
533,729,France,Male,32,6,93694.42,1,1,Active,79919.13,Non_exited
534,543,Spain,Male,35,10,59408.63,1,1,Inactive,76773.53,Non_exited
535,550,France,Female,40,7,114354.95,1,1,Inactive,54018.93,Non_exited
536,608,France,Male,59,1,0,1,1,Inactive,70649.64,Exited
537,639,Germany,Male,35,10,128173.9,2,1,Inactive,59093.39,Non_exited
538,686,Spain,Male,34,9,0,2,1,Inactive,127569.8,Non_exited
539,564,Germany,Female,62,5,114931.35,3,0,Active,18260.98,Exited
540,745,Germany,Female,28,1,111071.36,1,1,Inactive,73275.96,Exited
541,833,France,Male,37,8,151226.18,2,1,Active,136129.49,Non_exited
542,622,France,Male,26,9,0,2,1,Active,153237.59,Non_exited
543,597,France,Female,42,4,64740.12,1,1,Active,106841.12,Non_exited
544,721,Spain,Male,51,0,169312.13,1,1,Inactive,109078.35,Exited
545,504,France,Female,49,7,0,3,0,Active,87822.14,Exited
546,842,Spain,Female,44,2,112652.08,2,1,Inactive,126644.98,Non_exited
547,587,France,Male,38,0,0,2,1,Inactive,47414.15,Non_exited
548,479,Germany,Female,30,7,143964.36,2,1,Inactive,41879.99,Non_exited
549,508,France,Male,49,7,122451.46,2,1,Active,75808.1,Non_exited
550,749,France,Male,24,1,0,3,1,Active,47911.03,Non_exited
551,721,Germany,Female,36,3,65253.07,2,1,Inactive,28737.78,Non_exited
552,674,Germany,Male,47,6,106901.94,1,1,Active,2079.2,Exited
553,685,Spain,Female,25,10,128509.63,1,1,Inactive,121562.33,Non_exited
554,417,France,Male,34,7,0,2,1,Inactive,55003.79,Non_exited
555,574,Germany,Male,33,3,129834.67,1,1,Inactive,193131.42,Non_exited
556,590,Spain,Female,51,3,154962.99,3,0,Active,191932.27,Exited
557,587,Germany,Male,40,5,138241.9,2,1,Inactive,159418.1,Non_exited
558,598,Germany,Male,41,3,91536.93,1,1,Inactive,191468.78,Exited
559,741,Spain,Male,53,3,0,2,1,Active,38913.68,Non_exited
560,850,Spain,Female,70,5,0,1,1,Active,705.18,Non_exited
561,584,Germany,Female,29,7,105204.01,1,0,Active,138490.03,Non_exited
562,650,Spain,Male,61,1,152968.73,1,0,Active,82970.69,Non_exited
563,607,Spain,Male,36,8,158261.68,1,1,Active,76744.72,Non_exited
564,509,France,Female,46,1,0,1,1,Inactive,71244.59,Exited
565,689,Spain,Female,38,6,121021.05,1,1,Active,12182.15,Non_exited
566,543,France,Male,36,4,0,2,1,Active,141210.5,Non_exited
567,438,Spain,Female,54,2,0,1,0,Inactive,191763.07,Exited
568,687,Spain,Female,63,1,137715.66,1,1,Active,37938.74,Non_exited
569,737,Germany,Male,31,5,121192.22,2,1,Active,74890.58,Non_exited
570,761,France,Male,31,7,0,3,1,Active,166698.18,Non_exited
571,601,France,Male,44,1,100486.18,2,1,Active,62678.53,Non_exited
572,651,France,Male,45,1,0,1,1,Inactive,67740.08,Exited
573,745,France,Male,35,9,92566.53,2,1,Inactive,161519.77,Non_exited
574,648,Spain,Female,49,10,0,2,1,Active,159835.78,Exited
575,848,Spain,Male,40,3,110929.96,1,1,Active,30876.84,Non_exited
576,546,France,Female,27,8,0,2,1,Active,14858.1,Non_exited
577,439,Spain,Female,32,3,138901.61,1,1,Inactive,75685.97,Non_exited
578,755,France,Male,30,4,123217.66,2,0,Active,144183.1,Non_exited
579,593,France,Female,41,6,0,1,1,Inactive,65170.66,Non_exited
580,701,France,Male,39,2,0,2,1,Active,82526.92,Non_exited
581,701,Spain,Male,36,8,0,2,1,Inactive,169161.46,Non_exited
582,607,Spain,Female,33,2,108431.87,2,0,Active,109291.39,Exited
583,586,Spain,Female,57,3,0,2,0,Active,6057.81,Non_exited
584,547,Germany,Female,30,9,72392.41,1,1,Inactive,77077.14,Non_exited
585,647,Germany,Female,51,1,119741.77,2,0,Inactive,54954.51,Exited
586,760,France,Female,51,2,100946.71,1,0,Inactive,179614.8,Exited
587,621,Spain,Male,53,9,170491.84,1,1,Inactive,35588.07,Exited
588,725,France,Male,44,5,0,1,1,Active,117356.14,Non_exited
589,526,France,Male,36,1,0,1,1,Inactive,160696.72,Non_exited
590,519,Spain,Female,47,6,157296.02,2,0,Inactive,147278.43,Exited
591,713,Germany,Female,38,7,144606.22,1,1,Active,56594.36,Exited
592,700,France,Male,38,8,134811.3,1,1,Inactive,1299.75,Non_exited
593,666,France,Female,34,9,115897.12,1,1,Active,25095.03,Non_exited
594,630,Spain,Male,32,4,82034,1,0,Inactive,146326.45,Non_exited
595,779,Spain,Female,26,4,174318.13,2,0,Active,38296.21,Non_exited
596,611,Germany,Female,41,2,114206.84,1,1,Inactive,164061.6,Non_exited
597,685,Spain,Male,43,9,0,2,1,Inactive,107811.28,Non_exited
598,646,Germany,Male,39,9,111574.41,1,1,Active,30838.51,Non_exited
599,683,Germany,Female,57,5,162448.69,1,0,Inactive,9221.78,Exited
600,484,Germany,Female,34,4,148249.54,1,0,Active,33738.27,Non_exited
601,601,France,Female,43,8,0,3,0,Active,110916.15,Exited
602,762,Spain,Female,26,7,123709.46,2,1,Active,169654.57,Non_exited
603,687,France,Female,72,9,0,1,0,Active,69829.4,Non_exited
604,566,France,Male,30,5,0,1,1,Inactive,54926.51,Exited
605,702,France,Male,37,10,150525.8,1,1,Active,94728.49,Non_exited
606,601,France,Male,29,9,0,1,1,Active,80393.27,Non_exited
607,699,France,Male,53,4,0,2,0,Active,111307.98,Non_exited
608,584,France,Male,28,10,0,2,1,Inactive,19834.32,Non_exited
609,699,France,Male,35,5,0,2,1,Active,78397.24,Non_exited
610,698,Germany,Female,51,2,111018.98,1,1,Inactive,86410.28,Non_exited
611,495,France,Male,30,10,129755.99,1,0,Inactive,172749.65,Non_exited
612,650,France,Female,27,6,0,2,1,Inactive,1002.39,Non_exited
613,605,France,Female,64,2,129555.7,1,1,Active,13601.79,Non_exited
614,667,Spain,Male,38,1,87202.38,1,1,Active,77866.91,Non_exited
615,688,Germany,Male,26,8,146133.39,1,1,Active,175296.76,Non_exited
616,727,Spain,Female,31,0,0,1,1,Inactive,121751.04,Exited
617,754,Spain,Male,39,6,170184.99,2,1,Inactive,89593.26,Non_exited
618,612,Germany,Female,62,8,140745.33,1,1,Inactive,193437.89,Exited
619,546,Spain,Male,42,7,139070.51,1,1,Active,86945,Non_exited
620,673,Spain,Female,37,8,0,2,1,Active,183318.79,Non_exited
621,593,France,Male,35,9,114193.24,1,1,Inactive,71154.1,Non_exited
622,656,Spain,Female,40,10,167878.5,1,0,Active,151887.16,Non_exited
623,535,Germany,Female,53,5,141616.55,2,1,Active,75888.65,Non_exited
624,678,Germany,Male,36,3,145747.67,2,0,Active,89566.74,Non_exited
625,477,Spain,Female,48,2,129120.64,1,0,Active,26475.79,Non_exited
626,850,Spain,Male,35,7,110349.82,1,0,Inactive,126355.8,Non_exited
627,427,France,Male,29,1,141325.56,1,1,Active,93839.3,Non_exited
628,752,France,Male,49,2,78653.84,1,1,Inactive,7698.6,Non_exited
629,649,France,Male,47,1,0,2,1,Active,145593.85,Non_exited
630,799,Spain,Female,28,3,142253.65,1,1,Inactive,45042.56,Non_exited
631,589,France,Female,61,1,0,1,1,Inactive,61108.56,Exited
632,583,Germany,Female,54,6,115988.86,1,1,Inactive,57553.98,Exited
633,839,Spain,Female,33,10,75592.43,1,1,Inactive,62674.42,Non_exited
634,540,Germany,Male,44,3,164113.04,2,1,Active,12120.79,Non_exited
635,850,France,Male,31,6,67996.23,2,0,Inactive,50129.87,Exited
636,696,Spain,Female,51,5,0,2,1,Inactive,55022.43,Non_exited
637,660,Spain,Female,33,1,0,2,0,Inactive,117834.91,Non_exited
638,682,France,Male,48,1,138778.15,1,0,Active,168840.23,Non_exited
639,744,France,Female,43,10,147832.15,1,0,Active,24234.11,Non_exited
640,785,France,Female,36,4,135438.4,1,0,Inactive,190627.01,Non_exited
641,752,Spain,Male,48,5,116060.08,1,1,Inactive,156618.38,Exited
642,706,France,Female,29,5,112564.62,1,1,Inactive,42334.38,Non_exited
643,583,France,Female,27,1,125406.58,1,1,Active,110784.42,Non_exited
644,660,Germany,Female,39,5,135134.99,1,1,Inactive,173683,Exited
645,819,France,Female,39,9,133102.92,1,1,Inactive,27046.46,Exited
646,673,France,Female,34,8,42157.08,1,1,Inactive,20598.59,Exited
647,752,France,Female,30,3,0,2,1,Active,104991.28,Non_exited
648,578,France,Male,38,7,82259.29,1,1,Inactive,8996.97,Non_exited
649,438,France,Female,36,4,0,2,1,Inactive,64420.5,Non_exited
650,652,France,Male,38,6,0,2,1,Active,145700.22,Non_exited
651,629,France,Female,49,4,0,2,1,Active,196335.48,Non_exited
652,720,France,Male,52,7,0,1,1,Active,14781.12,Non_exited
653,668,France,Male,42,3,150461.07,1,1,Inactive,108139.23,Non_exited
654,459,Germany,Male,48,4,133994.52,1,1,Active,19287.06,Exited
655,729,Spain,Male,31,8,164870.81,2,1,Active,9567.39,Non_exited
656,498,Germany,Male,25,8,121702.73,1,1,Active,132210.49,Non_exited
657,549,Spain,Male,25,6,193858.2,1,0,Active,21600.11,Non_exited
658,601,Germany,Female,54,1,131039.97,2,1,Active,199661.5,Non_exited
659,544,France,Male,64,9,113829.45,1,1,Active,124341.49,Non_exited
660,751,France,Female,30,6,0,2,1,Inactive,15766.1,Non_exited
661,632,Germany,Female,41,3,81877.38,1,1,Active,33642.21,Non_exited
662,694,Spain,Male,57,8,116326.07,1,1,Active,117704.65,Non_exited
663,678,France,Male,31,2,0,2,1,Active,58803.28,Non_exited
664,695,France,Male,46,4,0,2,1,Active,137537.22,Non_exited
665,661,France,Female,41,1,0,2,0,Active,131300.68,Non_exited
666,661,France,Male,33,9,0,2,1,Active,84174.81,Non_exited
667,559,France,Female,31,3,127070.73,1,0,Active,160941.78,Non_exited
668,503,France,Male,29,3,0,2,1,Active,143954.99,Non_exited
669,695,Spain,Male,46,3,122549.64,1,1,Active,56297.85,Non_exited
670,640,France,Female,42,5,176099.13,1,1,Active,8404.73,Non_exited
671,624,Germany,Female,48,3,122388.38,2,0,Inactive,30020.09,Non_exited
672,667,France,Male,42,9,0,2,0,Active,58137.42,Non_exited
673,642,France,Male,26,0,0,1,0,Inactive,47472.68,Non_exited
674,640,Spain,Female,32,6,118879.35,2,1,Active,19131.71,Non_exited
675,529,Spain,Male,35,5,0,2,1,Active,187288.5,Non_exited
676,563,France,Female,39,5,0,2,1,Active,17603.81,Non_exited
677,593,Spain,Female,38,4,88736.44,2,1,Inactive,67020.03,Non_exited
678,739,Germany,Male,45,7,102703.62,1,0,Active,147802.94,Exited
679,788,Spain,Female,70,1,0,2,1,Active,41610.62,Non_exited
680,684,Spain,Female,38,3,0,2,1,Inactive,44255.65,Non_exited
681,482,France,Male,55,5,97318.25,1,0,Active,78416.14,Non_exited
682,591,Spain,Male,58,5,128468.69,1,0,Active,137254.55,Non_exited
683,651,Germany,Female,41,4,133432.59,1,0,Active,151303.48,Non_exited
684,749,Germany,Female,40,8,141782.57,2,0,Inactive,86333.63,Non_exited
685,583,France,Male,24,9,135125.28,1,0,Inactive,89801.9,Non_exited
686,661,Spain,Male,42,2,178820.91,1,0,Inactive,29358.57,Exited
687,715,France,Female,31,2,112212.14,2,1,Active,181600.72,Non_exited
688,769,Germany,Female,45,5,126674.81,1,1,Inactive,124118.71,Exited
689,625,France,Female,51,7,136294.97,1,1,Inactive,38867.46,Exited
